job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size
Data Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,40000,GBP,49216,United Kingdom,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United Kingdom,60000,GBP,73824,United Kingdom,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United Kingdom,50000,GBP,61520,United Kingdom,Medium
Insight Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,45000,GBP,55368,United Kingdom,Medium
Insight Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,25000,GBP,30760,United Kingdom,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United Kingdom,65000,GBP,79976,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,35000,GBP,43064,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,30000,GBP,36912,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,58000,GBP,71363,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,45000,GBP,55368,United Kingdom,Medium
Data Quality Analyst,Entry-level,Full-time,Remote,2023,United Kingdom,40000,GBP,49216,United Kingdom,Medium
Data Quality Analyst,Entry-level,Full-time,Remote,2023,United Kingdom,30000,GBP,36912,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,89600,GBP,110244,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,32000,GBP,39372,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United Kingdom,30000,GBP,36912,United Kingdom,Small
Data Product Owner,Mid-level,Full-time,On-site,2023,United Kingdom,85000,GBP,104584,United Kingdom,Medium
Data Product Owner,Mid-level,Full-time,On-site,2023,United Kingdom,60000,GBP,73824,United Kingdom,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United Kingdom,26800,GBP,32974,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,55000,GBP,67672,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,45000,GBP,55368,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United Kingdom,140000,GBP,172256,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United Kingdom,100000,GBP,123040,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,100000,GBP,123040,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,70000,GBP,86128,United Kingdom,Medium
Business Intelligence Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,35000,GBP,43064,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,166000,USD,166000,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,90000,USD,90000,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,57500,GBP,70748,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,54500,GBP,67056,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,140000,GBP,172256,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,100000,GBP,123040,United Kingdom,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,75000,GBP,92280,United Kingdom,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,55000,GBP,67672,United Kingdom,Medium
Machine Learning Infrastructure Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,96000,GBP,118118,United Kingdom,Medium
Machine Learning Infrastructure Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,65000,GBP,79976,United Kingdom,Medium
Director of Data Science,Executive-level,Full-time,Remote,2023,United Kingdom,200000,GBP,246080,United Kingdom,Medium
Director of Data Science,Executive-level,Full-time,Remote,2023,United Kingdom,150000,GBP,184560,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,40000,GBP,49216,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,60000,GBP,73824,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,83376,GBP,102586,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,65004,GBP,79981,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,73000,GBP,89819,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,59000,GBP,72593,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,60000,GBP,73824,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,45000,GBP,55368,United Kingdom,Medium
Data Manager,Mid-level,Full-time,On-site,2023,United Kingdom,60000,GBP,73824,United Kingdom,Medium
Data Manager,Mid-level,Full-time,On-site,2023,United Kingdom,55000,GBP,67672,United Kingdom,Medium
Analytics Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,300000,GBP,369120,United Kingdom,Medium
Analytics Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,60000,GBP,73824,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,50000,GBP,61520,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,40000,GBP,49216,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,Remote,2023,United Kingdom,45000,GBP,55368,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,Remote,2023,United Kingdom,36000,GBP,44294,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,105000,GBP,129192,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,80000,GBP,98432,United Kingdom,Medium
AI Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,300000,GBP,369120,United Kingdom,Medium
AI Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,33063,GBP,40680,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,300000,GBP,369120,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,75000,GBP,92280,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,99000,GBP,121809,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,68000,GBP,83667,United Kingdom,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,Italy,45000,EUR,48585,United Kingdom,Medium
Decision Scientist,Senior-level,Full-time,Remote,2023,United Kingdom,140000,GBP,172256,United Kingdom,Medium
Decision Scientist,Senior-level,Full-time,Remote,2023,United Kingdom,100000,GBP,123040,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,60000,GBP,73824,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,50000,GBP,61520,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,90000,GBP,110736,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,75000,GBP,92280,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,60000,GBP,73824,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,50000,GBP,61520,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,Remote,2023,United Kingdom,65000,GBP,79976,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,Remote,2023,United Kingdom,45000,GBP,55368,United Kingdom,Medium
Machine Learning Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,171000,GBP,210398,United Kingdom,Medium
Machine Learning Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,120000,GBP,147648,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,60000,GBP,73824,United Kingdom,Medium
AI Research Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,66000,GBP,81206,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,110000,GBP,135344,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,80000,GBP,98432,United Kingdom,Medium
Head of Data,Executive-level,Full-time,On-site,2023,United Kingdom,200000,GBP,246080,United Kingdom,Medium
Head of Data,Executive-level,Full-time,On-site,2023,United Kingdom,150000,GBP,184560,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,55000,GBP,67672,United Kingdom,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United Kingdom,85000,GBP,104584,United Kingdom,Medium
Data Architect,Senior-level,Full-time,On-site,2023,United Kingdom,75000,GBP,92280,United Kingdom,Medium
Data Engineer,Executive-level,Full-time,On-site,2023,United Kingdom,110000,GBP,135344,United Kingdom,Medium
Data Engineer,Executive-level,Full-time,On-site,2023,United Kingdom,80000,GBP,98432,United Kingdom,Medium
Research Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,70000,GBP,86128,United Kingdom,Medium
Research Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,55000,GBP,67672,United Kingdom,Medium
Insight Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,42000,GBP,51676,United Kingdom,Medium
Insight Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,35000,GBP,43064,United Kingdom,Medium
BI Developer,Senior-level,Full-time,On-site,2023,United Kingdom,80000,GBP,98432,United Kingdom,Medium
BI Developer,Senior-level,Full-time,On-site,2023,United Kingdom,50750,GBP,62442,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,90000,GBP,110736,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,75000,GBP,92280,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,40000,GBP,49216,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,35000,GBP,43064,United Kingdom,Medium
Data Scientist,Entry-level,Full-time,On-site,2023,United Kingdom,160800,USD,160800,United Kingdom,Medium
Data Scientist,Entry-level,Full-time,On-site,2023,United Kingdom,132200,USD,132200,United Kingdom,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United Kingdom,35000,GBP,43064,United Kingdom,Medium
Data Analytics Lead,Mid-level,Full-time,On-site,2023,United Kingdom,100000,GBP,123040,United Kingdom,Medium
Data Analytics Lead,Mid-level,Full-time,On-site,2023,United Kingdom,85000,GBP,104584,United Kingdom,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,240000,USD,240000,United Kingdom,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,160000,USD,160000,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,150600,USD,150600,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,120500,USD,120500,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,Remote,2023,United Kingdom,90000,GBP,110736,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,Remote,2023,United Kingdom,70000,GBP,86128,United Kingdom,Medium
Data Engineer,Entry-level,Full-time,Remote,2023,United Kingdom,40000,GBP,49216,United Kingdom,Medium
Data Engineer,Entry-level,Full-time,Remote,2023,United Kingdom,35000,GBP,43064,United Kingdom,Medium
Data Architect,Senior-level,Full-time,Remote,2023,United Kingdom,138000,USD,138000,United Kingdom,Medium
Data Architect,Senior-level,Full-time,Remote,2023,United Kingdom,92000,USD,92000,United Kingdom,Medium
Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United Kingdom,180514,USD,180514,United Kingdom,Medium
Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United Kingdom,108308,USD,108308,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,199000,USD,199000,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,162000,USD,162000,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,55000,GBP,67672,United Kingdom,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,210600,USD,210600,United Kingdom,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,135000,USD,135000,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,Remote,2023,United Kingdom,135000,USD,135000,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,Remote,2023,United Kingdom,100000,USD,100000,United Kingdom,Medium
Data Science Consultant,Mid-level,Full-time,On-site,2023,United Kingdom,57000,GBP,70132,United Kingdom,Medium
Data Science Consultant,Mid-level,Full-time,On-site,2023,United Kingdom,42000,GBP,51676,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United Kingdom,75000,GBP,92280,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United Kingdom,65000,GBP,79976,United Kingdom,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,258800,USD,258800,United Kingdom,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,199200,USD,199200,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,85000,GBP,104584,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,Remote,2023,United Kingdom,50000,GBP,61520,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,Remote,2023,United Kingdom,40000,GBP,49216,United Kingdom,Medium
Data Engineer,Executive-level,Full-time,Remote,2023,United Kingdom,205785,USD,205785,United Kingdom,Medium
Data Engineer,Executive-level,Full-time,Remote,2023,United Kingdom,123471,USD,123471,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,177000,USD,177000,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,136000,USD,136000,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,277300,USD,277300,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,213300,USD,213300,United Kingdom,Medium
Computer Vision Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,90000,GBP,110736,United Kingdom,Medium
Computer Vision Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,75000,GBP,92280,United Kingdom,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United Kingdom,40000,GBP,49216,United Kingdom,Medium
Data Analyst,Entry-level,Full-time,On-site,2023,United Kingdom,34000,GBP,41833,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United Kingdom,172800,USD,172800,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United Kingdom,110000,USD,110000,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,134200,USD,134200,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,103200,USD,103200,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,50000,GBP,61520,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,Hybrid,2023,United Kingdom,70000,GBP,86128,United Kingdom,Large
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,146000,USD,146000,United Kingdom,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,97400,USD,97400,United Kingdom,Medium
Research Analyst,Entry-level,Full-time,On-site,2023,United Kingdom,35000,GBP,43064,United Kingdom,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,230000,USD,230000,United Kingdom,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,170000,USD,170000,United Kingdom,Medium
Data Scientist,Executive-level,Full-time,Remote,2023,United Kingdom,228856,USD,228856,United Kingdom,Medium
Data Scientist,Executive-level,Full-time,Remote,2023,United Kingdom,144540,USD,144540,United Kingdom,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,300000,USD,300000,United Kingdom,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,200000,USD,200000,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,42000,GBP,51676,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,120000,GBP,147648,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,80000,GBP,98432,United Kingdom,Medium
Data Modeller,Mid-level,Full-time,On-site,2023,United Kingdom,90000,GBP,110736,United Kingdom,Medium
Data Modeller,Mid-level,Full-time,On-site,2023,United Kingdom,45000,GBP,55368,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,213654,USD,213654,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,142436,USD,142436,United Kingdom,Medium
Analytics Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,146100,USD,146100,United Kingdom,Medium
Analytics Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,112400,USD,112400,United Kingdom,Medium
Data Architect,Mid-level,Full-time,On-site,2023,United Kingdom,70000,GBP,86128,United Kingdom,Medium
Data Architect,Mid-level,Full-time,On-site,2023,United Kingdom,65000,GBP,79976,United Kingdom,Medium
Cloud Data Engineer,Entry-level,Full-time,Remote,2023,United Kingdom,144000,GBP,177177,United Kingdom,Large
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,106400,USD,106400,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,81800,USD,81800,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United Kingdom,140000,USD,140000,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United Kingdom,100000,USD,100000,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,80000,GBP,98432,United Kingdom,Medium
Analytics Engineering Manager,Senior-level,Full-time,Hybrid,2023,United Kingdom,325000,GBP,399880,United Kingdom,Large
Research Scientist,Mid-level,Full-time,Hybrid,2023,United Kingdom,280000,USD,280000,United Kingdom,Large
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,155000,USD,155000,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,120000,USD,120000,United Kingdom,Medium
Machine Learning Infrastructure Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,165400,USD,165400,United Kingdom,Medium
Machine Learning Infrastructure Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,127300,USD,127300,United Kingdom,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,237400,USD,237400,United Kingdom,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,132870,USD,132870,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,62000,GBP,76284,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,94100,USD,94100,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,72400,USD,72400,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,146100,USD,146100,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,112400,USD,112400,United Kingdom,Medium
Director of Data Science,Executive-level,Full-time,On-site,2023,United Kingdom,200000,GBP,246080,United Kingdom,Medium
Director of Data Science,Executive-level,Full-time,On-site,2023,United Kingdom,165000,GBP,203016,United Kingdom,Medium
Head of Data,Executive-level,Full-time,Remote,2023,United Kingdom,110000,GBP,135344,United Kingdom,Medium
Computer Vision Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,245000,USD,245000,United Kingdom,Medium
Computer Vision Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,210000,USD,210000,United Kingdom,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,152900,USD,152900,United Kingdom,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,117700,USD,117700,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,120000,GBP,147648,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,100000,GBP,123040,United Kingdom,Medium
Analytics Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,50000,GBP,61520,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,189400,USD,189400,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,131685,USD,131685,United Kingdom,Medium
Data Analyst,Senior-level,Full-time,Remote,2023,United Kingdom,172000,USD,172000,United Kingdom,Medium
Autonomous Vehicle Technician,Mid-level,Full-time,Hybrid,2023,United Kingdom,120000,USD,120000,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United Kingdom,172800,USD,172800,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,Remote,2023,United Kingdom,110000,USD,110000,United Kingdom,Medium
Data Operations Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,144000,USD,144000,United Kingdom,Medium
Data Operations Analyst,Senior-level,Full-time,On-site,2023,United Kingdom,77000,USD,77000,United Kingdom,Medium
Data Modeler,Mid-level,Full-time,On-site,2023,United Kingdom,90000,GBP,110736,United Kingdom,Medium
Data Modeler,Mid-level,Full-time,On-site,2023,United Kingdom,45000,GBP,55368,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,177300,USD,177300,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,136300,USD,136300,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,90000,GBP,110736,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,70000,GBP,86128,United Kingdom,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,289800,USD,289800,United Kingdom,Medium
Analytics Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,214000,USD,214000,United Kingdom,Medium
BI Developer,Mid-level,Full-time,On-site,2023,United Kingdom,75000,GBP,92280,United Kingdom,Medium
BI Developer,Mid-level,Full-time,On-site,2023,United Kingdom,40000,GBP,49216,United Kingdom,Medium
Analytics Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,350000,GBP,430640,United Kingdom,Medium
Analytics Engineer,Senior-level,Full-time,Remote,2023,United Kingdom,143200,USD,143200,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,38000,GBP,46755,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,35000,GBP,43064,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,55000,GBP,67672,United Kingdom,Medium
ETL Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,70000,GBP,86128,United Kingdom,Medium
ETL Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,47500,GBP,58444,United Kingdom,Medium
Research Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,161200,GBP,198340,United Kingdom,Medium
Research Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,84570,GBP,104055,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,65000,GBP,79976,United Kingdom,Medium
Data Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,90000,GBP,110736,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,70000,GBP,86128,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,47500,GBP,58444,United Kingdom,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,161000,GBP,198094,United Kingdom,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,83300,GBP,102492,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,112700,GBP,138666,United Kingdom,Medium
Data Engineer,Senior-level,Full-time,On-site,2023,United Kingdom,83300,GBP,102492,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,Remote,2023,United Kingdom,65000,GBP,79976,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,Remote,2023,United Kingdom,36050,GBP,44356,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,105000,GBP,129192,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,85000,GBP,104584,United Kingdom,Medium
Data Manager,Senior-level,Full-time,On-site,2023,United Kingdom,60027,GBP,73857,United Kingdom,Medium
Data Manager,Senior-level,Full-time,On-site,2023,United Kingdom,44737,GBP,55044,United Kingdom,Medium
Head of Data Science,Executive-level,Full-time,On-site,2023,United Kingdom,131899,GBP,162288,United Kingdom,Medium
Head of Data Science,Executive-level,Full-time,On-site,2023,United Kingdom,104891,GBP,129058,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,95000,GBP,116888,United Kingdom,Large
Data Science Lead,Mid-level,Full-time,On-site,2023,United Kingdom,60000,GBP,73824,United Kingdom,Medium
Data Science Lead,Mid-level,Full-time,On-site,2023,United Kingdom,50000,GBP,61520,United Kingdom,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,40000,GBP,49216,United Kingdom,Medium
Research Engineer,Entry-level,Full-time,Remote,2023,United Kingdom,120000,USD,120000,United Kingdom,Medium
Research Engineer,Entry-level,Full-time,Remote,2023,United Kingdom,60000,USD,60000,United Kingdom,Medium
Big Data Architect,Senior-level,Full-time,Remote,2023,United Kingdom,124999,GBP,153799,United Kingdom,Large
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,90000,GBP,110736,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,70000,GBP,86128,United Kingdom,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,100000,GBP,123040,United Kingdom,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,80000,GBP,98432,United Kingdom,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,120000,GBP,147648,United Kingdom,Medium
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,52000,GBP,63980,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,185000,USD,185000,United Kingdom,Medium
Data Scientist,Senior-level,Full-time,On-site,2023,United Kingdom,120250,USD,120250,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,65000,GBP,79976,United Kingdom,Medium
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,36050,GBP,44356,United Kingdom,Medium
Machine Learning Research Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,60000,GBP,73824,United Kingdom,Large
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,89700,GBP,110367,United Kingdom,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,55250,GBP,67979,United Kingdom,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,62000,GBP,76284,United Kingdom,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,52000,GBP,63980,United Kingdom,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,48000,GBP,59059,United Kingdom,Medium
